utterance,normalized_utterance,matched_concept,similarity_score,distance_to_centroid,is_main_concept,is_repeated
"and Deuces the the three new people, the mother, the stepmother and her two daughters to his daughter Cinderella.","and Deuces the the three new people, the mother, the stepmother and her two daughters to his daughter Cinderella.",Cinderella lives with her stepmother/stepsisters.,0.7183,0.2817,True,
"Um, they don't particularly get along,.",they don't particularly get along,Stepmother/stepsisters were mean to Cinderella.,0.2347,0.7653,True,
"and they treat Cinderella as a servant who must bring them stuff to, to, to eat.","and they treat Cinderella as a servant who must bring them stuff to, to, to eat.",Cinderella was a servant to the stepmother and stepsisters.,0.7087,0.2913,True,
and drink.,and drink.,,0.1437,0.8563,False,False
"Uh, meanwhile, the king has decided it's time for his son to get married,.","meanwhile, the king has decided it's time for his son to get married",The king thinks the prince should get married.,0.4332,0.5668,True,
so they decide they're going to have a big ball.,they decide they're going to have a big ball,They got an invitation to the ball.,0.2623,0.7377,True,
And invite all of the uh eligible women in the county.,And invite all of the eligible women in the county,King announces there is going to be a ball in honor of son who needs to find a wife.,0.2182,0.7818,True,
"The sister, the mother gets uh an invitation.","The sister, the mother gets an invitation",Stepmother/stepsisters went to the ball.,0.4348,0.5652,True,
and everybody's excited.,and everybody's excited.,,0.1589,0.8411,False,False
And is planning to go.,And is planning to go.,,0.153,0.847,False,False
Cinderella goes to a trunk.,Cinderella goes to a trunk.,Cinderella has to do housework.,0.731,0.269,True,
and finds a dress or something that that she can wear.,and finds a dress or something that that she can wear.,The fairy godmother makes Cinderella into a beautiful princess.,0.4104,0.5896,True,
so she can go.,she can go,She returned home in time.,0.2373,0.7627,True,
"The stepsisters say no, you.","The stepsisters say no, you.",The slipper didn’t fit the stepsisters.,0.4068,0.5932,True,
"and mother said no, you can't go,.","and mother said no, you can't go,.",Cinderella is told by the stepmother she cannot go to the ball unless/because.,0.3768,0.6232,True,
and they take the dress away from her.,and they take the dress away from her.,Stepsisters tore Cinderella’s dress.,0.5413,0.4587,True,
"Uh,.",,,0.1262,0.8738,False,False
And she runs off.,And she runs off.,She ran down the stairs.,0.3907,0.6093,True,
"They go to Uh, get, get their stepsisters get themselves all dressed up.","They go to get, get their stepsisters get themselves all dressed up",Stepmother/stepsisters went to the ball.,0.4679,0.5321,True,
and they go to the ball.,and they go to the ball.,They are excited about the ball.,0.2892,0.7108,True,
"Um, Cinderella's fairy godmother comes.",Cinderella's fairy godmother comes,A fairy godmother appeared to Cinderella.,0.7068,0.2932,True,
and gives her a Dressed to wear to the ball.,and gives her a Dressed to wear to the ball.,King announces there is going to be a ball in honor of son who needs to find a wife.,0.5053,0.4947,True,
"She goes to the goes to the ball,.","She goes to the goes to the ball,.",Stepmother/stepsisters went to the ball.,0.3929,0.6071,True,
but um she doesn't remember what the fairy godmother told her about the time to to leave.,but she doesn't remember what the fairy godmother told her about the time to to leave,A fairy godmother appeared to Cinderella.,0.5993,0.4007,True,
and suddenly she remembers.,and suddenly she remembers.,She returned home in time.,0.3647,0.6353,True,
and she's running down the steps.,and she's running down the steps.,She ran down the stairs.,0.4177,0.5823,True,True
so she can get away.,she can get away,Cinderella has to do housework.,0.2842,0.7158,True,
"Uh, and be back in time.",and be back in time,Everything turns back to its original form.,0.2049,0.7951,True,
"as she's running down the steps, she loses um a slipper.","as she's running down the steps, she loses a slipper",As she was running down the stairs she lost one of the glass slippers.,0.4937,0.5063,True,
"Uh, the prince picks up the slippers.",the prince picks up the slippers,Prince finds Cinderella’s shoe.,0.5264,0.4736,True,
Cinderella gets home.,Cinderella gets home.,Cinderella has to do housework.,0.8049,0.1951,True,
and they punch her.,and they punch her.,Stepmother/stepsisters were mean to Cinderella.,0.3747,0.6253,True,
pumpkin changes from a coach into a pumpkin.,pumpkin changes from a coach into a pumpkin.,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.2866,0.7134,True,True
"And uh, They go searching all over the country with the slipper to see who can fit fit it in Cinderella eventually fits the.",And They go searching all over the country with the slipper to see who can fit fit it in Cinderella eventually fits the,Prince finds Cinderella’s shoe.,0.7065,0.2935,True,
Slipper.,Slipper.,The slipper didn’t fit the stepsisters.,0.3804,0.6196,True,
and they live happily ever after.,and they live happily ever after.,Cinderella and the prince lived happily ever after.,0.4174,0.5826,True,
Cinder Cinderella was a stepdaughter to a stepmother.,Cinder Cinderella was a stepdaughter to a stepmother.,Cinderella was a servant to the stepmother and stepsisters.,0.7474,0.2526,True,
"after the father, Cinderella's father died.","after the father, Cinderella's father died.",Cinderella and the prince were married.,0.7341,0.2659,True,
The stepmother had Two daughters.,The stepmother had Two daughters.,Stepmother/stepsisters were mean to Cinderella.,0.664,0.336,True,
Who treated along with the stepmother treated Cinderella poorly.,Who treated along with the stepmother treated Cinderella poorly.,Stepmother/stepsisters were mean to Cinderella.,0.7884,0.2116,True,
"Uh, the king.",the king,The king thinks the prince should get married.,0.3105,0.6895,True,
"and the kingdom where they lived decided it was time for his son to marry,.","and the kingdom where they lived decided it was time for his son to marry,.",The king thinks the prince should get married.,0.473,0.527,True,
and he held the ball.,and he held the ball.,They are excited about the ball.,0.1877,0.8123,True,
"Cinderella, uh, wanted to go to the ball,.","Cinderella, wanted to go to the ball",Cinderella went to the ball in the coach.,0.8001,0.1999,True,True
"but the stepsister said, no, you don't have anything to wear, yada yada yada.","but the stepsister said, no, you don't have anything to wear, yada yada yada.",The slipper didn’t fit the stepsisters.,0.526,0.474,True,
And um the fairy godmother.,And the fairy godmother,A fairy godmother appeared to Cinderella.,0.5041,0.4959,True,
Came.,Came.,,0.1802,0.8198,False,False
and took a punkin.,and took a punkin.,He put the slipper on Cinderella’s foot.,0.2524,0.7476,True,
"and turned it into a coach, gave her a glass slipper.","and turned it into a coach, gave her a glass slipper.",Cinderella went to the ball in the coach.,0.4906,0.5094,True,
and decked her out for the ball.,and decked her out for the ball.,Stepmother/stepsisters went to the ball.,0.3824,0.6176,True,
"And she gave her some glass slippers,.","And she gave her some glass slippers,.",As she was running down the stairs she lost one of the glass slippers.,0.5543,0.4457,True,
but she cautioned her.,but she cautioned her.,She knew she had to be home by midnight because everything will turn back at midnight.,0.2731,0.7269,True,
that she had to be home by midnight.,that she had to be home by midnight.,She knew she had to be home by midnight because everything will turn back at midnight.,0.4058,0.5942,True,
Cinderella was having such a good time when she got to the ball.,Cinderella was having such a good time when she got to the ball.,Cinderella went to the ball in the coach.,0.6688,0.3312,True,
that she didn't take notice of the time.,that she didn't take notice of the time.,She knew she had to be home by midnight because everything will turn back at midnight.,0.3317,0.6683,True,
"And all of a sudden, it was midnight.","And all of a sudden, it was midnight.",Cinderella realized it is midnight.,0.336,0.664,True,
She ran down the stairs to get back to the um Coach.,She ran down the stairs to get back to the Coach,She ran down the stairs.,0.4778,0.5222,True,
"and on the way down the stairs, she lost her slipper.","and on the way down the stairs, she lost her slipper.",As she was running down the stairs she lost one of the glass slippers.,0.6243,0.3757,True,True
"So when she got home, everything was back.","when she got home, everything was back",She returned home in time.,0.3582,0.6418,True,
"like it was,.","like it was,.",,0.1994,0.8006,False,False
"and the prince who had fallen in love with Cinderella wanted to find her, so he had a a search party going throughout the kingdom saying whoever could slip in this picture, I mean in this slipper, uh was the one he would marry.","and the prince who had fallen in love with Cinderella wanted to find her, so he had a a search party going throughout the kingdom saying whoever could slip in this picture, in this slipper, was the one he would marry",Cinderella and the prince were married.,0.7553,0.2447,True,
and He finally found.,and He finally found.,Prince finds Cinderella’s shoe.,0.3092,0.6908,True,
"after the stepsisters tried to Put on the slipper, they couldn't of course,.","after the stepsisters tried to Put on the slipper, they couldn't of course,.",The slipper didn’t fit the stepsisters.,0.6152,0.3848,True,
but it fits Cinderella.,but it fits Cinderella.,The slipper fits Cinderella perfectly.,0.6209,0.3791,True,
End of story.,End of story.,,0.173,0.827,False,False
She lived happily ever after as a princess.,She lived happily ever after as a princess.,Cinderella and the prince lived happily ever after.,0.5685,0.4315,True,
"OK, so Cinderella was um.","OK, so Cinderella was",Cinderella was a servant to the stepmother and stepsisters.,0.6579,0.3421,True,
"She was, she was, um, living with her stepmother.","She was, she was, living with her stepmother",Cinderella lives with her stepmother/stepsisters.,0.5602,0.4398,True,
And 22 stepsisters.,And 22 stepsisters.,Stepmother/stepsisters went to the ball.,0.3563,0.6437,True,
"Who were not very kind to her, not, not any of them were very kind to her.","Who were not very kind to her, not, not any of them were very kind to her.",Stepmother/stepsisters were mean to Cinderella.,0.3314,0.6686,True,
And uh there was a big ball.,And there was a big ball,They got an invitation to the ball.,0.3076,0.6924,True,
that was supposed to be happening.,that was supposed to be happening.,They got an invitation to the ball.,0.2598,0.7402,True,
and um so um everybody was getting ready to go to the ball.,and everybody was getting ready to go to the ball,They got an invitation to the ball.,0.289,0.711,True,True
And um oh well she was being used as a as a um.,And she was being used as a as a,Cinderella was a servant to the stepmother and stepsisters.,0.2984,0.7016,True,
Really as a servant.,Really as a servant.,Cinderella was a servant to the stepmother and stepsisters.,0.2746,0.7254,True,
Picking up after her stepsisters and her stepmother.,Picking up after her stepsisters and her stepmother.,Stepmother/stepsisters went to the ball.,0.5246,0.4754,True,
And um.,And,,0.1487,0.8513,False,False
So there was a ball that um.,there was a ball that,They got an invitation to the ball.,0.3298,0.6702,True,
Was being being arranged and um.,Was being being arranged and,They got an invitation to the ball.,0.2643,0.7357,True,
"All the stepsisters were getting ready to uh go to the ball,.",All the stepsisters were getting ready to go to the ball,Stepmother/stepsisters went to the ball.,0.4599,0.5401,True,
and they weren't inviting her at all.,and they weren't inviting her at all.,They got an invitation to the ball.,0.3126,0.6874,True,
and she wasn't going to get to go.,and she wasn't going to get to go.,She knew she had to be home by midnight because everything will turn back at midnight.,0.382,0.618,True,
And um.,And,,0.1487,0.8513,False,False
"Interestingly enough, I can't remember how the heck she got hold of a nice dress.","Interestingly enough, I can't remember how the heck she got hold of a nice dress.",Stepsisters tore Cinderella’s dress.,0.3939,0.6061,True,
"But um She was Touched by a magic wand and her, her beautiful, um.","But She was Touched by a magic wand and her, her beautiful",The fairy godmother makes Cinderella into a beautiful princess.,0.5266,0.4734,True,
"Her poor dress turned into a beautiful looking dress,.","Her poor dress turned into a beautiful looking dress,.",The fairy godmother makes Cinderella into a beautiful princess.,0.5042,0.4958,True,
and she had lovely shoes on and everything was really gorgeous and um.,and she had lovely shoes on and everything was really gorgeous and,The slipper fits Cinderella perfectly.,0.4158,0.5842,True,
The prince saw her.,The prince saw her.,Prince finds Cinderella’s shoe.,0.5099,0.4901,True,
and ignored the two other sisters.,and ignored the two other sisters.,Stepmother/stepsisters were mean to Cinderella.,0.3724,0.6276,True,
Or rather stepsisters.,Or rather stepsisters.,Stepmother/stepsisters were mean to Cinderella.,0.3862,0.6138,True,
and just wanted to um.,and just wanted to,The prince and Cinderella danced around the room/all night/with no one else.,0.2382,0.7618,True,
Be with her.,Be with her.,,0.1467,0.8533,False,False
But then Just before midnight she was supposed to have to run away.,But then Just before midnight she was supposed to have to run away.,She knew she had to be home by midnight because everything will turn back at midnight.,0.4069,0.5931,True,
because the um magic godmother said you have to disappear at midnight.,because the magic godmother said you have to disappear at midnight,She knew she had to be home by midnight because everything will turn back at midnight.,0.3089,0.6911,True,
because everything will turn back into normal and your beautiful dress and your beautiful clothes will be back to the poor little um.,because everything will turn back into normal and your beautiful dress and your beautiful clothes will be back to the poor little,Everything turns back to its original form.,0.3874,0.6126,True,
"Um, stuff.",stuff,,0.1937,0.8063,False,False
"that you, you were wearing originally.","that you, you were wearing originally.",The slipper didn’t fit the stepsisters.,0.253,0.747,True,
So just before midnight.,just before midnight,She knew she had to be home by midnight because everything will turn back at midnight.,0.1437,0.8563,True,
She started running away.,She started running away.,She ran down the stairs.,0.3755,0.6245,True,
"And um, The prince Was trying to catch her.",And The prince Was trying to catch her,Prince finds Cinderella’s shoe.,0.5963,0.4037,True,
and was looking.,and was looking.,The prince searched door to door for Cinderella.,0.2081,0.7919,True,
To see her.,To see her.,,0.3148,0.6852,False,False
and she ran down the stairs.,and she ran down the stairs.,She ran down the stairs.,0.5176,0.4824,True,True
"as she was running away, she lost one shoe.","as she was running away, she lost one shoe.",As she was running down the stairs she lost one of the glass slippers.,0.4564,0.5436,True,
And the shoe stuck on the steps.,And the shoe stuck on the steps.,He put the slipper on Cinderella’s foot.,0.5578,0.4422,True,
and she kept running.,and she kept running.,She ran down the stairs.,0.3473,0.6527,True,
because she knew.,because she knew.,,0.33,0.67,False,False
that she had to disappear.,that she had to disappear.,She knew she had to be home by midnight because everything will turn back at midnight.,0.4158,0.5842,True,
And so she went back to her little.,And so she went back to her little.,She returned home in time.,0.445,0.555,True,
Huddle cabin where she was.,Huddle cabin where she was.,She returned home in time.,0.3563,0.6437,True,
Being kept And Her clothes.,Being kept And Her clothes.,Cinderella has to do housework.,0.4318,0.5682,True,
and everything turned back to her normal mended self.,and everything turned back to her normal mended self.,Everything turns back to its original form.,0.3807,0.6193,True,
Yeah And um With the exception of the one shoe.,And With the exception of the one shoe,Prince finds Cinderella’s shoe.,0.2766,0.7234,True,
that got left behind.,that got left behind.,As she was running down the stairs she lost one of the glass slippers.,0.3051,0.6949,True,
And so the prince decided.,And so the prince decided.,The king thinks the prince should get married.,0.4783,0.5217,True,
that he was going to find.,that he was going to find.,Prince finds Cinderella’s shoe.,0.2677,0.7323,True,
The young lady.,The young lady.,The fairy godmother makes Cinderella into a beautiful princess.,0.2257,0.7743,True,
that he wanted to dance with.,that he wanted to dance with.,He put the slipper on Cinderella’s foot.,0.386,0.614,True,
and he wanted to be with.,and he wanted to be with.,Cinderella and the prince were married.,0.3214,0.6786,True,
And he went around the countryside.,And he went around the countryside.,The prince and Cinderella danced around the room/all night/with no one else.,0.3098,0.6902,True,
Checking out all the ladies.,Checking out all the ladies.,Stepmother/stepsisters went to the ball.,0.2024,0.7976,True,
And try wishing to find the person.,And try wishing to find the person.,,0.1391,0.8609,False,False
that lost the shoe.,that lost the shoe.,As she was running down the stairs she lost one of the glass slippers.,0.3901,0.6099,True,
"And of course, uh, he got around to.","And of course, he got around to",He put the slipper on Cinderella’s foot.,0.2216,0.7784,True,
that Castle of um.,that Castle of,Prince comes to Cinderella's house.,0.3385,0.6615,True,
"Or the house of of where Cinderella, her stepmother.","Or the house of of where Cinderella, her stepmother.",Cinderella lives with her stepmother/stepsisters.,0.6469,0.3531,True,
and her two stepsisters lived.,and her two stepsisters lived.,Cinderella lives with her stepmother/stepsisters.,0.4736,0.5264,True,
and Cinderella was just cleaning around.,and Cinderella was just cleaning around.,Cinderella has to do housework.,0.7205,0.2795,True,True
"and Being very, um, you know, domesticated.","and Being very, domesticated",Cinderella was a servant to the stepmother and stepsisters.,0.214,0.786,True,
And um He went.,And He went,Cinderella went to the ball in the coach.,0.2754,0.7246,True,
and tried the shoes on on everybody.,and tried the shoes on on everybody.,He put the slipper on Cinderella’s foot.,0.3787,0.6213,True,
"as the story would go the shoes were too small for everybody, too small for each of the stepsisters,.","as the story would go the shoes were too small for everybody, too small for each of the stepsisters,.",The slipper didn’t fit the stepsisters.,0.6499,0.3501,True,
as we in our heads know that small feet are wonderful.,as we in our heads know that small feet are wonderful.,,0.1829,0.8171,False,False
"OK, anyway, so the shoe just would not fit on anybody and finally, um.","OK, so the shoe just would not fit on anybody and finally",The slipper didn’t fit the stepsisters.,0.2708,0.7292,True,
"He said,.","He said,.",,0.1162,0.8838,False,False
but I know.,but,,0.1296,0.8704,False,False
that there is somebody else here.,that there is somebody else here.,Cinderella realized it is midnight.,0.2011,0.7989,True,
And you gotta show me every girl has to try it on in the whole country.,And you gotta show me every girl has to try it on in the whole country.,,0.1878,0.8122,False,False
"Everybody, everybody,.","Everybody, everybody,.",,0.1362,0.8638,False,False
"and then they dragged her out from the back of the kitchen saying, oh well, she's got to try it on too.","they dragged her out from the back of the kitchen saying, she's got to try it on too",The slipper didn’t fit the stepsisters.,0.4362,0.5638,True,
and He tried on the shoes.,and He tried on the shoes.,He put the slipper on Cinderella’s foot.,0.3325,0.6675,True,
"and Tiny they were, but her feet were small,.","and Tiny they were, but her feet were small,.",The slipper didn’t fit the stepsisters.,0.4062,0.5938,True,
and it fit in a minute it fit.,and it fit in a minute it fit.,The slipper fits Cinderella perfectly.,0.1836,0.8164,True,
You know that was the magic moment and uh.,that was the magic moment and,The prince and Cinderella danced around the room/all night/with no one else.,0.319,0.681,True,
So he chose her.,he chose her,,0.3366,0.6634,False,False
"and he, you know, married her,.","and he, married her",Cinderella and the prince were married.,0.4343,0.5657,True,
and they lived happily ever after.,and they lived happily ever after.,Cinderella and the prince lived happily ever after.,0.472,0.528,True,True
and went off in the beautiful carriage.,and went off in the beautiful carriage.,Cinderella was upset.,0.5143,0.4857,True,
"As I recall, um,.","As I recall, ",Stepmother/stepsisters went to the ball.,0.2286,0.7714,True,
If the story starts with.,If the story starts with.,Prince falls in love with Cinderella.,0.3033,0.6967,True,
Cinderella.,Cinderella.,Cinderella has to do housework.,0.7464,0.2536,True,
"Yeah, uh, scrubbing the floors at the request of of the.",scrubbing the floors at the request of of the,Cinderella has to do housework.,0.2277,0.7723,True,
OK.,OK.,,0.0911,0.9089,False,False
Stepmother.,Stepmother.,Stepmother/stepsisters were mean to Cinderella.,0.5747,0.4253,True,
"Uh, she's probably away.",she's probably away,,0.1678,0.8322,False,False
and The ugly stepsisters come into the room.,and The ugly stepsisters come into the room.,Stepmother/stepsisters were mean to Cinderella.,0.5322,0.4678,True,
"All giggles and smiles because it's like the ball at the palace, and they're all excited.","All giggles and smiles because it's like the ball at the palace, and they're all excited.",They are excited about the ball.,0.3507,0.6493,True,
about going to.,about going to.,,0.1918,0.8082,False,False
that Yeah It calls it tells Cinderella.,that It calls it tells Cinderella,The fairy godmother makes Cinderella into a beautiful princess.,0.7478,0.2522,True,
"that she's not invited, but she's just this uh scholarly maid.","that she's not invited, but she's just this scholarly maid",Cinderella was a servant to the stepmother and stepsisters.,0.4605,0.5395,True,
"So she was a little bit down in the dumps, the girls, little stepsists get all bussing up ready for the ball.","she was a little bit down in the dumps, the girls, little stepsists get all bussing up ready for the ball",Stepmother/stepsisters went to the ball.,0.4104,0.5896,True,
There you go.,There you go.,,0.1536,0.8464,False,False
They they head off to the palace.,They they head off to the palace.,Prince comes to Cinderella's house.,0.4466,0.5534,True,
And Cinderella has a lot of friends.,And Cinderella has a lot of friends.,Cinderella lives with her stepmother/stepsisters.,0.6963,0.3037,True,
"They did mice and uh birds and such, but uh.","They did mice and birds and such, but",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.2087,0.7913,True,
"He,.","He,.",,0.1701,0.8299,False,False
as I said her her friends.,as I said her her friends.,,0.1589,0.8411,False,False
And they want to help her get through the ball.,And they want to help her get through the ball.,They got an invitation to the ball.,0.3414,0.6586,True,
And their godmother shows up and she.,And their godmother shows up and she.,The fairy godmother makes Cinderella into a beautiful princess.,0.4948,0.5052,True,
"was a poor girl, um.",was a poor girl,Cinderella was upset.,0.4335,0.5665,True,
"Who lived with um her stepsisters who mistreated her,.",Who lived with her stepsisters who mistreated her,Stepmother/stepsisters were mean to Cinderella.,0.5043,0.4957,True,
and one day there was going to be a ball in the town that the king or the queen.,and one day there was going to be a ball in the town that the king or the queen.,King announces there is going to be a ball in honor of son who needs to find a wife.,0.5378,0.4622,True,
"or the prince was gonna have a ball,.","or the prince was gonna have a ball,.",Prince finds Cinderella’s shoe.,0.4801,0.5199,True,
"and she didn't know what to wear, so she um was able to get a beautiful gown with the help of her fairy godmother, I believe.","and she didn't know what to wear, so she was able to get a beautiful gown with the help of her fairy godmother, I believe",A fairy godmother appeared to Cinderella.,0.6728,0.3272,True,
"She went to the uh the ball, um.",She went to the the ball,Stepmother/stepsisters went to the ball.,0.3879,0.6121,True,True
"And at midnight, she had to leave, I believe, um, on the way out, one of her shoes fell off.","And at midnight, she had to leave, I believe, on the way out, one of her shoes fell off",As she was running down the stairs she lost one of the glass slippers.,0.5029,0.4971,True,
The prince ended up finding the shoe.,The prince ended up finding the shoe.,Prince finds Cinderella’s shoe.,0.5452,0.4548,True,
"because he liked her, and um he was able to find out.","because he liked her, and he was able to find out",He put the slipper on Cinderella’s foot.,0.3354,0.6646,True,
that the shoe belonged to her.,that the shoe belonged to her.,He put the slipper on Cinderella’s foot.,0.4735,0.5265,True,
after doing the exhaustive search of the town.,after doing the exhaustive search of the town.,The prince searched door to door for Cinderella.,0.2121,0.7879,True,
"And when he knew it was her, they got married.","And when he knew it was her, they got married.",Cinderella and the prince were married.,0.4316,0.5684,True,
and lived happily ever.,and lived happily ever.,Cinderella and the prince lived happily ever after.,0.3685,0.6315,True,True
"Sure, uh, uh, story about a, a family.","Sure, story about a, a family",Cinderella lives with her stepmother/stepsisters.,0.3116,0.6884,True,
"and going to the, to a, a fancy dance, uh, and the beautiful sister who has to do everything because her two ugly sisters and her ugly nasty parents.","and going to the, to a, a fancy dance, and the beautiful sister who has to do everything because her two ugly sisters and her ugly nasty parents",Stepsisters tore Cinderella’s dress.,0.567,0.433,True,
"Um, I, I'm, I'll make her do it,.","I, I'm, I'll make her do it",Cinderella has to do housework.,0.2067,0.7933,True,
"but the, the other ones, they fight, they do all kinds of nasty things to the girl.","but the, the other ones, they fight, they do all kinds of nasty things to the girl.",Stepmother/stepsisters were mean to Cinderella.,0.2448,0.7552,True,
"Uh, she goes up into the attic.",she goes up into the attic,She ran down the stairs.,0.505,0.495,True,
and finds a dress.,and finds a dress.,Prince finds Cinderella’s shoe.,0.4945,0.5055,True,True
and goes to the um.,and goes to the,Cinderella lives with her stepmother/stepsisters.,0.3481,0.6519,True,
"Dance,.","Dance,.",The prince and Cinderella danced around the room/all night/with no one else.,0.2059,0.7941,True,
"if you will,.","if you will,.",,0.1084,0.8916,False,False
"and the other two sisters, the ugly sisters, uh, don't like it,.","and the other two sisters, the ugly sisters, don't like it",Stepmother/stepsisters were mean to Cinderella.,0.4025,0.5975,True,
"and she runs away,.","and she runs away,.",She ran down the stairs.,0.4103,0.5897,True,True
"and then she's sitting in the house,.","and then she's sitting in the house,.",She returned home in time.,0.4526,0.5474,True,
"and somebody was smitten with her, found her glass shoe,.","and somebody was smitten with her, found her glass shoe,.",As she was running down the stairs she lost one of the glass slippers.,0.5172,0.4828,True,
"and was trying it on everybody in the family, including the ugly sisters, and boy are they ever, um, but uh um.","and was trying it on everybody in the family, including the ugly sisters, and boy are they ever, but",The slipper didn’t fit the stepsisters.,0.2843,0.7157,True,
"She's fits the her, the glass shoe fits her perfectly.","She's fits the her, the glass shoe fits her perfectly.",The slipper fits Cinderella perfectly.,0.3725,0.6275,True,
"Um, they go back to the, the bachelor or would be king,.","they go back to the, the bachelor or would be king",Cinderella and the prince were married.,0.3986,0.6014,True,
"if you will, um,.","if you will, ",,0.1098,0.8902,False,False
and they live happily ever after.,and they live happily ever after.,Cinderella and the prince lived happily ever after.,0.4174,0.5826,True,True
"Cinderella was a very had a very happy family, um,.","Cinderella was a very had a very happy family, ",Cinderella and the prince lived happily ever after.,0.7701,0.2299,True,
and then her mother died.,her mother died,Stepmother/stepsisters went to the ball.,0.3961,0.6039,True,
and her father remarried.,and her father remarried.,Dad remarried a woman with two daughters.,0.4058,0.5942,True,
"And To a really nasty woman who had two nasty daughters, um,.","And To a really nasty woman who had two nasty daughters, ",Dad remarried a woman with two daughters.,0.407,0.593,True,
"Since her stepmother didn't like her, she made her, uh, the maid,.","Since her stepmother didn't like her, she made her, the maid",Stepmother/stepsisters were mean to Cinderella.,0.5459,0.4541,True,
and she had to serve them.,and she had to serve them.,Cinderella was a servant to the stepmother and stepsisters.,0.4295,0.5705,True,
"and bring them, you know, breakfast and everything,.","and bring them, breakfast and everything",,0.1918,0.8082,False,False
and clean up and so Cinderella's friends were the the animals.,and clean up and so Cinderella's friends were the the animals.,Cinderella has to do housework.,0.6499,0.3501,True,
"and Uh, they found out about the, uh, there was a ball going.","and they found out about the, there was a ball going",They got an invitation to the ball.,0.3818,0.6182,True,
To be had at the castle.,To be had at the castle.,Prince comes to Cinderella's house.,0.4623,0.5377,True,
And to find uh the The prince's uh wife.,And to find the The prince's wife,Prince finds Cinderella’s shoe.,0.5113,0.4887,True,
"And um So The the step her stepsisters were going to the ball,.",And So The the step her stepsisters were going to the ball,Stepmother/stepsisters went to the ball.,0.5712,0.4288,True,True
"and she wanted to go,.","and she wanted to go,.",She ran down the stairs.,0.4119,0.5881,True,True
and they laughed at her.,and they laughed at her.,Cinderella was upset.,0.3348,0.6652,True,
"And um, The birds and all the, the mice.","And The birds and all the, the mice",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.255,0.745,True,
and the birds made her address.,and the birds made her address.,She knew she had to be home by midnight because everything will turn back at midnight.,0.387,0.613,True,
"Uh, and her fairy godmother was there and uh.",and her fairy godmother was there and,A fairy godmother appeared to Cinderella.,0.5612,0.4388,True,True
The I forget which animal.,The I forget which animal.,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.2085,0.7915,True,
I think it maybe I'm wrong.,it maybe I'm wrong,,-0.0058,1.0058,False,False
"Maybe it was the mice that became the horses,.","Maybe it was the mice that became the horses,.",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.3102,0.6898,True,
"and she had a coach, a pumpkin became a coach.","and she had a coach, a pumpkin became a coach.",Cinderella went to the ball in the coach.,0.4705,0.5295,True,True
And uh they took her to the ball.,And they took her to the ball,Stepmother/stepsisters went to the ball.,0.5023,0.4977,True,True
And She had glass slippers.,And She had glass slippers.,As she was running down the stairs she lost one of the glass slippers.,0.5477,0.4523,True,True
"and when she was running up the stairs, one of them came off.","and when she was running up the stairs, one of them came off.",As she was running down the stairs she lost one of the glass slippers.,0.4665,0.5335,True,
"and Then Uh, they had a, they were, he was looking for his, his true love, the prince was and um.","they had a, they were, he was looking for his, his true love, the prince was and",The prince and Cinderella danced around the room/all night/with no one else.,0.4856,0.5144,True,
So they all got in line.,they all got in line,They got an invitation to the ball.,0.2398,0.7602,True,
To try on this slipper.,To try on this slipper.,The stepsisters try on the glass slipper.,0.351,0.649,True,
"and the stepsisters tried to squish their big feet into the slipper,.","and the stepsisters tried to squish their big feet into the slipper,.",The slipper didn’t fit the stepsisters.,0.6123,0.3877,True,True
"and uh they they didn't fit,.",and they they didn't fit,The slipper didn’t fit the stepsisters.,0.2602,0.7398,True,True
and then Cinderella came along.,Cinderella came along,A fairy godmother appeared to Cinderella.,0.7935,0.2065,True,True
"and her foot fit in the slipper, so they got married.","and her foot fit in the slipper, so they got married.",He put the slipper on Cinderella’s foot.,0.6492,0.3508,True,
