utterance,normalized_utterance,matched_concept,similarity_score,distance_to_centroid,is_main_concept,is_repeated
and her sisters all tried on.,and her sisters all tried on.,The slipper didn’t fit the stepsisters.,0.3276,0.6724,True,
and of course they have big old feet.,and of course they have big old feet.,The slipper didn’t fit the stepsisters.,0.255,0.745,True,
and they don't fit.,and they don't fit.,,0.1219,0.8781,False,False
"And um Cinderella says, well, wait, let me try it on,.","And Cinderella says, wait, let me try it on",Prince finds Cinderella’s shoe.,0.6457,0.3543,True,
and she comes down.,and she comes down.,She ran down the stairs.,0.3686,0.6314,True,
"and it fits perfectly,.","and it fits perfectly,.",The slipper fits Cinderella perfectly.,0.212,0.788,True,
and her sisters are all pissed off.,and her sisters are all pissed off.,Cinderella was upset.,0.3279,0.6721,True,
"and her stepmothers all pissed off, um, but the prince, although he's dumb, he's very sweet,.","and her stepmothers all pissed off, but the prince, although he's dumb, he's very sweet",Prince falls in love with Cinderella.,0.6215,0.3785,True,
"and he says, oh, this is perfect, the shoe fits, you're pretty, let's get married.","and he says, this is perfect, the shoe fits, you're pretty, let's get married",Prince finds Cinderella’s shoe.,0.3224,0.6776,True,
and we will live happily ever after.,and we will live happily ever after.,Cinderella and the prince lived happily ever after.,0.2308,0.7692,True,
that is the Disney version.,that is the Disney version.,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.3725,0.6275,True,
apparently married a second wife.,apparently married a second wife.,Dad remarried a woman with two daughters.,0.3496,0.6504,True,
and who had 3 daughters.,and who had 3 daughters.,Dad remarried a woman with two daughters.,0.3961,0.6039,True,
that she doted on.,that she doted on.,Stepmother/stepsisters were mean to Cinderella.,0.434,0.566,True,
And Cinderella was left to do all the chores.,And Cinderella was left to do all the chores.,Cinderella has to do housework.,0.7961,0.2039,True,
while the dollars were living in luxury.,while the dollars were living in luxury.,,0.1317,0.8683,False,False
But then there was an announcement from the palace.,But then there was an announcement from the palace.,The king thinks the prince should get married.,0.3705,0.6295,True,
"that there was going to be a ball, and the sisters are so excited.","that there was going to be a ball, and the sisters are so excited.",Stepmother/stepsisters went to the ball.,0.5184,0.4816,True,
about getting new gowns.,about getting new gowns.,Stepsisters tore Cinderella’s dress.,0.3378,0.6622,True,
and getting all dressed up to go to the ball.,and getting all dressed up to go to the ball.,They got an invitation to the ball.,0.3332,0.6668,True,
But they won't let Cinderella go.,But they won't let Cinderella go.,Cinderella has to do housework.,0.6429,0.3571,True,
because she doesn't have the clothes to wear.,because she doesn't have the clothes to wear.,As she was running down the stairs she lost one of the glass slippers.,0.3089,0.6911,True,
So the the stepsisters get all dressed.,the the stepsisters get all dressed,The stepsisters try on the glass slipper.,0.5294,0.4706,True,
and they go off to the ball leaving Cinderella at home.,and they go off to the ball leaving Cinderella at home.,Cinderella has to do housework.,0.8191,0.1809,True,
"And ,.","And ,.",,0.1378,0.8622,False,False
"but , Cinderella's fairy godmother comes with her little mice.","but , Cinderella's fairy godmother comes with her little mice.",A fairy godmother appeared to Cinderella.,0.6644,0.3356,True,
And gets her all dressed up in a nice ball gown.,And gets her all dressed up in a nice ball gown.,The fairy godmother makes Cinderella into a beautiful princess.,0.4719,0.5281,True,True
A special carriage.,A special carriage.,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.3273,0.6727,True,True
"And the horsemen are the horses, I think the mice become the horsemen horses in this.","And the horsemen are the horses, the mice become the horsemen horses in this",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.3581,0.6419,True,
"But anyway, so she goes off to the ball.",But so she goes off to the ball,Cinderella went to the ball in the coach.,0.3997,0.6003,True,True
"In her beautiful white dress, she dances with the prince.","In her beautiful white dress, she dances with the prince.",The king thinks the prince should get married.,0.3737,0.6263,True,
"He falls madly in love with her,.","He falls madly in love with her,.",Prince falls in love with Cinderella.,0.4473,0.5527,True,
"but she has to be out of there by midnight, so on the way down the steps leaving, she loses her glass slipper.","but she has to be out of there by midnight, so on the way down the steps leaving, she loses her glass slipper.",As she was running down the stairs she lost one of the glass slippers.,0.6085,0.3915,True,
And the prince takes the glass slipper.,And the prince takes the glass slipper.,Prince finds Cinderella’s shoe.,0.6874,0.3126,True,
and tries it to fit it on the women in the town where they live in his kingdom.,and tries it to fit it on the women in the town where they live in his kingdom.,Prince finds Cinderella’s shoe.,0.3275,0.6725,True,
"And all those women, they want him to, you know, find them.","And all those women, they want him to, find them",King announces there is going to be a ball in honor of son who needs to find a wife.,0.191,0.809,True,
and marry them.,and marry them.,,0.1684,0.8316,False,False
and make them a princess.,and make them a princess.,Cinderella has to do housework.,0.4065,0.5935,True,
Then he comes to Cinderella and the last you.,Then he comes to Cinderella and the last you.,Prince comes to Cinderella's house.,0.5929,0.4071,True,
"Her name, uh, I'm not even sure her name was Cinderella,.","Her name, I'm not even sure her name was Cinderella",A fairy godmother appeared to Cinderella.,0.7277,0.2723,True,
"but there was a young girl, maybe her name was even Ella,.","but there was a young girl, maybe her name was even Ella,.",A fairy godmother appeared to Cinderella.,0.4116,0.5884,True,
and later on she gets called Cinderella.,and later on she gets called Cinderella.,The fairy godmother makes Cinderella into a beautiful princess.,0.7358,0.2642,True,
"Um, anyway, she ends up having a stepmother come on the scene who has two daughters, and she's very nice to her two daughters, but she's mean to Cinderella.","she ends up having a stepmother come on the scene who has two daughters, and she's very nice to her two daughters, but she's mean to Cinderella",Stepmother/stepsisters were mean to Cinderella.,0.7851,0.2149,True,
"Uh, the two daughters, uh, are, are pampered.","the two daughters, are, are pampered",Dad remarried a woman with two daughters.,0.3694,0.6306,True,
and treated very well.,and treated very well.,Cinderella and the prince lived happily ever after.,0.2141,0.7859,True,
"Cinderella has to do a lot of the housework and the grunt work and ,.","Cinderella has to do a lot of the housework and the grunt work and ,.",Cinderella has to do housework.,0.7143,0.2857,True,True
and clean the fireplace.,and clean the fireplace.,Cinderella has to do housework.,0.2326,0.7674,True,
and do all kinds of things like.,and do all kinds of things,,0.0678,0.9322,False,False
"that Uh, then one day they are invited to a ball, a royal ball, and , um, the daughters.","that then one day they are invited to a ball, a royal ball, and, the daughters",Stepmother/stepsisters went to the ball.,0.6364,0.3636,True,
"and the stepmother get all dressed up and all fancy,.","and the stepmother get all dressed up and all fancy,.",Cinderella lives with her stepmother/stepsisters.,0.6832,0.3168,True,
but Cinderella is told.,but Cinderella is told.,Cinderella was upset.,0.7966,0.2034,True,
that she may not go.,that she may not go.,She knew she had to be home by midnight because everything will turn back at midnight.,0.2927,0.7073,True,True
"She has, she has to do chores at home instead.","She has, she has to do chores at home instead.",Cinderella has to do housework.,0.2198,0.7802,True,
"while the stepmother and the daughters, her daughters are gone, uh, Cinderella finds out.","while the stepmother and the daughters, her daughters are gone, Cinderella finds out",Cinderella lives with her stepmother/stepsisters.,0.7317,0.2683,True,True
"that she has a fairy godmother,.","that she has a fairy godmother,.",A fairy godmother appeared to Cinderella.,0.5276,0.4724,True,
"and the fairy godmother, uh, gets her all dressed.","and the fairy godmother, gets her all dressed",A fairy godmother appeared to Cinderella.,0.5872,0.4128,True,
"and has these little helpers, little, they look like little mice helpers,.","and has these little helpers, little, they look like little mice helpers,.",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.2633,0.7367,True,
"and she, um, makes a beautiful dress for Cinderella,.","and she, makes a beautiful dress for Cinderella",The fairy godmother makes Cinderella into a beautiful princess.,0.6734,0.3266,True,
and Cinderella goes.,and Cinderella goes.,Cinderella has to do housework.,0.7456,0.2544,True,True
"and they, they take a pumpkin.","and they, they take a pumpkin.",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.3301,0.6699,True,
and the pumpkin becomes a beautiful um coach.,and the pumpkin becomes a beautiful coach,Cinderella went to the ball in the coach.,0.4284,0.5716,True,
"And the um little critters become horses,.",And the little critters become horses,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.3137,0.6863,True,
"and they take her to the ball,.","and they take her to the ball,.",Stepmother/stepsisters went to the ball.,0.4978,0.5022,True,
"and she dances with the the the handsome prince,.","and she dances with the the the handsome prince,.",Prince comes to Cinderella's house.,0.6239,0.3761,True,True
and then she knows she has to be back by midnight.,and then she knows she has to be back by midnight.,She knew she had to be home by midnight because everything will turn back at midnight.,0.3561,0.6439,True,
or the the coach will turn into a pumpkin again.,or the the coach will turn into a pumpkin again.,Everything turns back to its original form.,0.2509,0.7491,True,True
"So she quickly leaves the the ball at midnight,.",she quickly leaves the the ball at midnight,Cinderella realized it is midnight.,0.4366,0.5634,True,
"as she leaves, uh one of her glass slippers comes off.","as she leaves, one of her glass slippers comes off",As she was running down the stairs she lost one of the glass slippers.,0.5076,0.4924,True,
"and the prince wants to find her, and his clue is the glass slipper.","and the prince wants to find her, and his clue is the glass slipper.",Prince finds Cinderella’s shoe.,0.6656,0.3344,True,True
So he goes.,he goes,Everything turns back to its original form.,0.2704,0.7296,True,
Throughout the kingdom.,Throughout the kingdom.,The prince searched door to door for Cinderella.,0.2223,0.7777,True,
"and to find the girl who fits the glass slipper,.","and to find the girl who fits the glass slipper,.",Prince finds Cinderella’s shoe.,0.4956,0.5044,True,
"and he, the, the stepdaughters tried, they're hoping.","and he, the, the stepdaughters tried, they're hoping.",The slipper didn’t fit the stepsisters.,0.3751,0.6249,True,
that they'll fit into the slipper.,that they'll fit into the slipper.,The slipper didn’t fit the stepsisters.,0.3459,0.6541,True,
"because they want to marry the handsome prince, but ,.","because they want to marry the handsome prince, but ,.",The king thinks the prince should get married.,0.4316,0.5684,True,
"and they, they try to pretend.","and they, they try to pretend.",,0.1413,0.8587,False,False
"that Cinderella really doesn't need to try it on,.","that Cinderella really doesn't need to try it on,.",Cinderella has to do housework.,0.5188,0.4812,True,
"but she does,.","but she does,.",Cinderella is told by the stepmother she cannot go to the ball unless/because.,0.1736,0.8264,True,
"and it fits her, and she.","and it fits her, and she.",The slipper fits Cinderella perfectly.,0.3196,0.6804,True,
and the prince marry.,and the prince marry.,The king thinks the prince should get married.,0.562,0.438,True,
and live happily ever after.,and live happily ever after.,Cinderella and the prince lived happily ever after.,0.3087,0.6913,True,
"So, um, This is Cinderella is a story about a Little girl.",This is Cinderella is a story about a Little girl,The fairy godmother makes Cinderella into a beautiful princess.,0.7106,0.2894,True,
"that was Um, Being brought up by a wicked stepmother who had 3 daughters of her own.",that was Being brought up by a wicked stepmother who had 3 daughters of her own,Stepmother/stepsisters were mean to Cinderella.,0.5511,0.4489,True,
And she was made to be.,And she was made to be.,The fairy godmother makes Cinderella into a beautiful princess.,0.3059,0.6941,True,
The servant or the slave in the family.,The servant or the slave in the family.,Cinderella was a servant to the stepmother and stepsisters.,0.36,0.64,True,
And she was a very positive nature.,And she was a very positive nature.,The fairy godmother makes Cinderella into a beautiful princess.,0.3191,0.6809,True,
"She was very cheerful, um, she made friends with all the little creatures around the home and in the home, the mice, the birds.","She was very cheerful, she made friends with all the little creatures around the home and in the home, the mice, the birds",A fairy godmother appeared to Cinderella.,0.4743,0.5257,True,
"And her sisters were, her stepsisters were.","And her sisters were, her stepsisters were.",Stepmother/stepsisters were mean to Cinderella.,0.3891,0.6109,True,
"Uh, jealous and aggressive.",jealous and aggressive,,0.1642,0.8358,False,False
and mean.,and mean.,,0.1671,0.8329,False,False
So one day there was a big ball.,one day there was a big ball,They got an invitation to the ball.,0.3523,0.6477,True,
And the prince was going to choose.,And the prince was going to choose.,The king thinks the prince should get married.,0.4917,0.5083,True,
"Uh, the prince was gonna be there, so everybody, he had run into Cinderella by Out in the woods.","the prince was gonna be there, so everybody, he had run into Cinderella by Out in the woods",Prince comes to Cinderella's house.,0.7246,0.2754,True,
and wanted a chance to meet her.,and wanted a chance to meet her.,A fairy godmother appeared to Cinderella.,0.3138,0.6862,True,
So she has an opportunity when her fairy godmother comes to her.,she has an opportunity when her fairy godmother comes to her,A fairy godmother appeared to Cinderella.,0.5051,0.4949,True,
"and says, You know, I will allow you to go to the ball.","and says, I will allow you to go to the ball",They got an invitation to the ball.,0.2965,0.7035,True,
"I will give you, grant you grant you some wishes,.","I will give you, grant you grant you some wishes,.",,0.1101,0.8899,False,False
"and she does just that , so.","and she does just that , so.",Cinderella has to do housework.,0.2067,0.7933,True,
"Uh, the stepsisters get all ready with the mother.",the stepsisters get all ready with the mother,The stepsisters try on the glass slipper.,0.4873,0.5127,True,True
"and they go to the ball,.","and they go to the ball,.",They are excited about the ball.,0.2798,0.7202,True,
and the fairy godmother transforms Cinderella with a beautiful gown.,and the fairy godmother transforms Cinderella with a beautiful gown.,The fairy godmother makes Cinderella into a beautiful princess.,0.7586,0.2414,True,True
"and A carriage, she turns a pumpkin into a carriage and Her her friends, the mice into the uh coachman.","and A carriage, she turns a pumpkin into a carriage and Her her friends, the mice into the coachman",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.593,0.407,True,True
She goes to the ball.,She goes to the ball.,They are excited about the ball.,0.3035,0.6965,True,True
and she has a wonderful time and the prince.,and she has a wonderful time and the prince.,Prince falls in love with Cinderella.,0.5856,0.4144,True,
"Uh, is instantly attracted.",is instantly attracted,,0.2747,0.7253,False,False
and wants to get to know her.,and wants to get to know her.,The fairy godmother makes Cinderella into a beautiful princess.,0.2224,0.7776,True,
"as the clock strikes midnight, she realizes the spell is gonna be over.","as the clock strikes midnight, she realizes the spell is gonna be over.",Cinderella realized it is midnight.,0.4041,0.5959,True,
She hurriedly rushes out.,She hurriedly rushes out.,She ran down the stairs.,0.2567,0.7433,True,
"As she does The prince is chasing her and he's able to retrieve a glass slipper, so.","As she does The prince is chasing her and he's able to retrieve a glass slipper, so.",As she was running down the stairs she lost one of the glass slippers.,0.6532,0.3468,True,
She gets away before he is able to catch her.,She gets away before he is able to catch her.,She ran down the stairs.,0.3311,0.6689,True,
She's transformed back into the slave.,She's transformed back into the slave.,Everything turns back to its original form.,0.4512,0.5488,True,
The slave in the house.,The slave in the house.,Cinderella has to do housework.,0.4289,0.5711,True,
and he goes door to door.,and he goes door to door.,The prince searched door to door for Cinderella.,0.1791,0.8209,True,
"and His people, his um Court Um, go door to door.","and His people, his Court go door to door",King announces there is going to be a ball in honor of son who needs to find a wife.,0.1892,0.8108,True,
and they try to Find out who was this mysterious girl.,and they try to Find out who was this mysterious girl.,Prince falls in love with Cinderella.,0.4497,0.5503,True,
"and he takes the glass slipper from door to door,.","and he takes the glass slipper from door to door,.",He put the slipper on Cinderella’s foot.,0.5007,0.4993,True,
and when they finally get to her.,and when they finally get to her.,Cinderella was upset.,0.3833,0.6167,True,
All the steps is to try to squeeze their big chubby feet into the slipper.,All the steps is to try to squeeze their big chubby feet into the slipper.,The slipper didn’t fit the stepsisters.,0.3839,0.6161,True,
and It's only.,and It's only.,,0.0763,0.9237,False,False
as they're leaving.,as they're leaving.,They got an invitation to the ball.,0.2354,0.7646,True,
that they ask.,that they ask.,,0.1865,0.8135,False,False
if there's anyone else in the house.,if there's anyone else in the house.,Cinderella realized it is midnight.,0.275,0.725,True,
"and they reply only the, the slave girl.","and they reply only the, the slave girl.",Stepmother/stepsisters were mean to Cinderella.,0.2484,0.7516,True,
and they they asked for her to come.,and they they asked for her to come.,A fairy godmother appeared to Cinderella.,0.4497,0.5503,True,
"When she does, she's able to slip into the shoe.","When she does, she's able to slip into the shoe.",Prince finds Cinderella’s shoe.,0.3877,0.6123,True,
And the story goes.,And the story goes.,Cinderella and the prince lived happily ever after.,0.3695,0.6305,True,
"that happily ever ever happens when Uh, the prince Determined she was the girl,.",that happily ever ever happens when the prince Determined she was the girl,Cinderella and the prince lived happily ever after.,0.6023,0.3977,True,
and she goes to live in the palace.,and she goes to live in the palace.,Cinderella lives with her stepmother/stepsisters.,0.5187,0.4813,True,
"and becomes his wife,.","and becomes his wife,.",Prince falls in love with Cinderella.,0.4074,0.5926,True,
and They live happily ever after.,and They live happily ever after.,Cinderella and the prince lived happily ever after.,0.4174,0.5826,True,True
and the stepsisters are.,and the stepsisters are.,Stepmother/stepsisters were mean to Cinderella.,0.3899,0.6101,True,
"Bitter and evil all the way to the end,.","Bitter and evil all the way to the end,.",Stepmother/stepsisters were mean to Cinderella.,0.302,0.698,True,
but now they're trying their best to get into her good graces.,but now they're trying their best to get into her good graces.,Stepmother/stepsisters were mean to Cinderella.,0.2567,0.7433,True,
OK.,OK.,,0.0911,0.9089,False,False
All right.,,,0.1262,0.8738,False,False
Cinderella.,Cinderella.,Cinderella has to do housework.,0.7464,0.2536,True,True
The stepmother and the stepsisters were very cruel to her.,The stepmother and the stepsisters were very cruel to her.,Stepmother/stepsisters were mean to Cinderella.,0.4795,0.5205,True,
"What they did is they made her do all the cleaning, um, taking care of all the animals, uh.","What they did is they made her do all the cleaning, taking care of all the animals",Cinderella has to do housework.,0.4199,0.5801,True,
"Not attractive, which she was very beautiful,.","Not attractive, which she was very beautiful,.",Cinderella was upset.,0.2666,0.7334,True,
and um they lived close to a castle.,and they lived close to a castle,Cinderella and the prince were married.,0.4322,0.5678,True,
"and uh the uh prince uh they actually the king wanted his son, the prince, wanted to marry, so he.","and the prince they the king wanted his son, the prince, wanted to marry, so he",The king thinks the prince should get married.,0.5233,0.4767,True,
"or he um um invited all the ladies, all the young ladies of the land.","or he invited all the ladies, all the young ladies of the land",The prince and Cinderella danced around the room/all night/with no one else.,0.3912,0.6088,True,
"To come for um a dance and a special event, um, dressed in their best dresses,.","To come for a dance and a special event, dressed in their best dresses",Stepsisters tore Cinderella’s dress.,0.3474,0.6526,True,
so the stepmother actually um told Cinderella.,the stepmother told Cinderella,Cinderella was a servant to the stepmother and stepsisters.,0.8076,0.1924,True,True
that she could not attend.,that she could not attend.,Cinderella is told by the stepmother she cannot go to the ball unless/because.,0.3586,0.6414,True,
The stepmother got the invitation.,The stepmother got the invitation.,Stepmother/stepsisters went to the ball.,0.6834,0.3166,True,
and she was delighted.,and she was delighted.,She returned home in time.,0.2922,0.7078,True,
"cause she wanted to marry off her one of at least one of her daughters, and the daughters were very excited.","cause she wanted to marry off her one of at least one of her daughters, and the daughters were very excited.",Cinderella was upset.,0.4736,0.5264,True,
and they got very groomed.,and they got very groomed.,Cinderella and the prince were married.,0.3136,0.6864,True,
and dressed.,and dressed.,He put the slipper on Cinderella’s foot.,0.28,0.72,True,
"and hair done and beautiful dresses, um, and Cinderella was very sad.","and hair done and beautiful dresses, and Cinderella was very sad",Cinderella was upset.,0.6912,0.3088,True,
"cause the stepmother said she could not attend uh this, this, um.","cause the stepmother said she could not attend this, this",Stepmother/stepsisters were mean to Cinderella.,0.6081,0.3919,True,
Beautiful gala and um.,Beautiful gala and,,0.3637,0.6363,False,False
"so she had to clean the floor, take care of the animals,.","she had to clean the floor, take care of the animals",Cinderella has to do housework.,0.4197,0.5803,True,True
and then the um magical uh mouse mouse mice came by.,the magical mouse mouse mice came by,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.3779,0.6221,True,
and said.,and said.,,0.1609,0.8391,False,False
"that Um, there's a fairy godmother.",that there's a fairy godmother,A fairy godmother appeared to Cinderella.,0.5293,0.4707,True,True
"that was gonna come visit her,.","that was gonna come visit her,.",A fairy godmother appeared to Cinderella.,0.4237,0.5763,True,
"and with the this part, the, the, the pictures kind of went through,.","and with the this part, the, the, the pictures kind of went through,.",Stepsisters tore Cinderella’s dress.,0.2685,0.7315,True,
"but knowing the story, the fairy godmother with her magical wand, um, beauty uh um.","but knowing the story, the fairy godmother with her magical wand, beauty",The fairy godmother makes Cinderella into a beautiful princess.,0.6028,0.3972,True,
Had a Cinderella put in a gorgeous dress.,Had a Cinderella put in a gorgeous dress.,The fairy godmother makes Cinderella into a beautiful princess.,0.6777,0.3223,True,
and had her hair done.,and had her hair done.,Stepsisters tore Cinderella’s dress.,0.3238,0.6762,True,
"and um gave her glass slippers to put on,.",and gave her glass slippers to put on,He put the slipper on Cinderella’s foot.,0.5478,0.4522,True,
"and then with the animals she had um she snapped her one, it was a beautiful chariot.","with the animals she had she snapped her one, it was a beautiful chariot",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.3232,0.6768,True,
The mice came in became beautiful stallions.,The mice came in became beautiful stallions.,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.4128,0.5872,True,
that um pulled the the um the beautiful pumpkin uh chariot and uh.,that pulled the the the beautiful pumpkin chariot and,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.3612,0.6388,True,
"Anyway, she went to the ball.",she went to the ball,Stepmother/stepsisters went to the ball.,0.4024,0.5976,True,True
and the uh prince with among all the ladies there was was.,and the prince with among all the ladies there was was,Cinderella and the prince were married.,0.5329,0.4671,True,
so attracted by Cinderella.,attracted by Cinderella,Cinderella has to do housework.,0.6663,0.3337,True,
He was just giggle eyed over.,He was just giggle eyed over.,Cinderella was upset.,0.1955,0.8045,True,
"and uh danced with her, and the stepmother.","and danced with her, and the stepmother",Stepmother/stepsisters were mean to Cinderella.,0.659,0.341,True,
"and the stepsisters were, you know, snarled.","and the stepsisters were, snarled",Stepmother/stepsisters were mean to Cinderella.,0.4842,0.5158,True,
"and watched as a Cinderella, not knowing it was Cinderella.","and watched as a Cinderella, not knowing it was Cinderella.",Cinderella was upset.,0.7296,0.2704,True,
That was a couple minutes to 12.,That was a couple minutes to 12.,,0.1414,0.8586,False,False
and she ran down the stairs.,and she ran down the stairs.,She ran down the stairs.,0.5176,0.4824,True,
So we went all through the town trying on the glass slip.,we went all through the town trying on the glass slip,As she was running down the stairs she lost one of the glass slippers.,0.3784,0.6216,True,
"Did not fit, didn't fit.","Did not fit, didn't fit.",The slipper didn’t fit the stepsisters.,0.1972,0.8028,True,
"So then he saw Cinderella, which the grand the stepmother did not want him to meet her,.","then he saw Cinderella, which the grand the stepmother did not want him to meet her",Stepmother/stepsisters were mean to Cinderella.,0.7615,0.2385,True,
"but she, he insisted,.","but she, he insisted,.",She knew she had to be home by midnight because everything will turn back at midnight.,0.2263,0.7737,True,
"so she sat down, he put the glass slipper in on her foot,.","she sat down, he put the glass slipper in on her foot",He put the slipper on Cinderella’s foot.,0.4555,0.5445,True,
"and it fit perfectly, and um they They were very happy,.","and it fit perfectly, and they They were very happy",The slipper fits Cinderella perfectly.,0.1995,0.8005,True,
"and the prince was so happy,.","and the prince was so happy,.",Cinderella and the prince were married.,0.557,0.443,True,
"and they, they got married.","and they, they got married.",Cinderella and the prince were married.,0.4344,0.5656,True,
"All right, thank you.",thank you,,0.0854,0.9146,False,False
Happily ever after.,Happily ever after.,,0.347,0.653,False,False
OK.,OK.,,0.0911,0.9089,False,False
"So, um, a man had a daughter, Cinderella,.","a man had a daughter, Cinderella",Cinderella and the prince were married.,0.7634,0.2366,True,
and he married a woman with two daughters.,and he married a woman with two daughters.,Dad remarried a woman with two daughters.,0.3319,0.6681,True,True
"Um, as soon as the stepmother.",as soon as the stepmother,Cinderella has to do housework.,0.484,0.516,True,
"and the stepsisters met Cinderella, they They were off to a bad start.","and the stepsisters met Cinderella, they They were off to a bad start.",Stepsisters tore Cinderella’s dress.,0.7804,0.2196,True,
It was a bad relationship from the beginning.,It was a bad relationship from the beginning.,,0.1588,0.8412,False,False
"The father dies,.","The father dies,.",Dad remarried a woman with two daughters.,0.4347,0.5653,True,
and the stepmother treats Cinderella.,and the stepmother treats Cinderella.,Cinderella lives with her stepmother/stepsisters.,0.7695,0.2305,True,True
and the stepsisters treat Cinderella if she is a servant in her house.,and the stepsisters treat Cinderella if she is a servant in her house.,Cinderella was a servant to the stepmother and stepsisters.,0.7614,0.2386,True,True
that she grew up in.,that she grew up in.,Cinderella lives with her stepmother/stepsisters.,0.3551,0.6449,True,
"Um, she does all kinds of, you know, menial labor,.","she does all kinds of, menial labor",Cinderella has to do housework.,0.2376,0.7624,True,
"and she befriends in the Disney version, she befriends animals, they become her companions.","and she befriends in the Disney version, she befriends animals, they become her companions.",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.4636,0.5364,True,
"Um,.",,,0.1262,0.8738,False,False
"As time goes by, she grows up, grows older,.","As time goes by, she grows up, grows older,.",The fairy godmother makes Cinderella into a beautiful princess.,0.3814,0.6186,True,
and the prince in the nearby palace is getting ready to be married.,and the prince in the nearby palace is getting ready to be married.,The king thinks the prince should get married.,0.4983,0.5017,True,
The king sends out a Decree telling all the eligible young women to come to a ball at the palace.,The king sends out a Decree telling all the eligible young women to come to a ball at the palace.,King announces there is going to be a ball in honor of son who needs to find a wife.,0.434,0.566,True,
And the stepsisters and stepmother are very excited for the stepsisters to go to the ball.,And the stepsisters and stepmother are very excited for the stepsisters to go to the ball.,Stepmother/stepsisters went to the ball.,0.5775,0.4225,True,
"Um, Cinderella, they don't even tell her about it,.","Cinderella, they don't even tell her about it",Cinderella has to do housework.,0.7628,0.2372,True,
"if they do, they say she can't go.","if they do, they say she can't go.",Cinderella has to do housework.,0.2395,0.7605,True,
But she finds a dress.,But she finds a dress.,As she was running down the stairs she lost one of the glass slippers.,0.4871,0.5129,True,
and she puts it on.,and she puts it on.,The slipper fits Cinderella perfectly.,0.3807,0.6193,True,
"Um, they're very angry.",they're very angry,,0.1566,0.8434,False,False
that she would even think.,that she would even think.,She knew she had to be home by midnight because everything will turn back at midnight.,0.1788,0.8212,True,
about going.,about going.,They got an invitation to the ball.,0.1714,0.8286,True,
and This shows.,and This shows.,,0.14,0.86,False,False
"that they tore a necklace off of her, um,.","that they tore a necklace off of her, ",Stepsisters tore Cinderella’s dress.,0.4452,0.5548,True,
but they are not going to allow her to go.,but they are not going to allow her to go.,She knew she had to be home by midnight because everything will turn back at midnight.,0.1867,0.8133,True,
They didn't allow her to go.,They didn't allow her to go.,She knew she had to be home by midnight because everything will turn back at midnight.,0.3126,0.6874,True,
"So, they got all ready, they were excited.","they got all ready, they were excited",They got an invitation to the ball.,0.3287,0.6713,True,
They went.,They went.,They got an invitation to the ball.,0.2775,0.7225,True,
"Cinderella had to stay home,.","Cinderella had to stay home,.",Cinderella has to do housework.,0.7323,0.2677,True,
"but her fairy godmother showed up,.","but her fairy godmother showed up,.",A fairy godmother appeared to Cinderella.,0.5624,0.4376,True,True
"and um in the Disney version, she turns various animals into a coach and a coachman and um A pumpkin into a coach, I guess, and the animals and coachmen and people.","and in the Disney version, she turns various animals into a coach and a coachman and A pumpkin into a coach, and the animals and coachmen and people",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.4688,0.5312,True,
"that help her get there,.","that help her get there,.",Cinderella has to do housework.,0.3628,0.6372,True,
"and she Magically, um, gives her a beautiful new dress.","and she Magically, gives her a beautiful new dress",The fairy godmother makes Cinderella into a beautiful princess.,0.5757,0.4243,True,
The only rule is.,The only rule is.,,0.1024,0.8976,False,False
"that she can go to the ball,.","that she can go to the ball,.",They got an invitation to the ball.,0.2924,0.7076,True,
but she has to be home by midnight.,but she has to be home by midnight.,She knew she had to be home by midnight because everything will turn back at midnight.,0.2366,0.7634,True,
So she goes to the ball and um the stepsisters are there and are very excited.,she goes to the ball and the stepsisters are there and are very excited,Stepmother/stepsisters went to the ball.,0.5854,0.4146,True,
"Um,.",,,0.1262,0.8738,False,False
"that the prince might notice them,.","that the prince might notice them,.",The king thinks the prince should get married.,0.4204,0.5796,True,
"but he only has eyes for Cinderella,.","but he only has eyes for Cinderella,.",Prince falls in love with Cinderella.,0.6196,0.3804,True,
and he dances with her.,and he dances with her.,The prince and Cinderella danced around the room/all night/with no one else.,0.3807,0.6193,True,
"Um,.",,,0.1262,0.8738,False,False
"as it comes close to midnight, she realizes.","as it comes close to midnight, she realizes.",Cinderella realized it is midnight.,0.324,0.676,True,
"that she has to leave,.","that she has to leave,.",She knew she had to be home by midnight because everything will turn back at midnight.,0.3282,0.6718,True,
or she will lose her fancy dress.,or she will lose her fancy dress.,As she was running down the stairs she lost one of the glass slippers.,0.3701,0.6299,True,
