utterance,normalized_utterance,matched_concept,similarity_score,distance_to_centroid,is_main_concept,is_repeated
"and then they had a ball,.","and then they had a ball,.",They got an invitation to the ball.,0.4557,0.5443,True,False
"and she went to the ball with the three girls, sisters,.","and she went to the ball with the three girls, sisters,.",Stepmother/stepsisters went to the ball.,0.5295,0.4705,True,False
"and they all had a thing,.","and they all had a thing,.",Cinderella and the prince were married.,0.2736,0.7264,True,False
and Cinderella had glass slippers.,and Cinderella had glass slippers.,He put the slipper on Cinderella’s foot.,0.7088,0.2912,True,False
She lost a glass slipper at the ball.,She lost a glass slipper at the ball.,As she was running down the stairs she lost one of the glass slippers.,0.5488,0.4512,True,False
"and Then they come,.",they come,They got an invitation to the ball.,0.2049,0.7951,True,False
"And uh They come looking for her with the glass slipper, the prince, and the princess.","And They come looking for her with the glass slipper, the prince, and the princess",Prince finds Cinderella’s shoe.,0.738,0.262,True,True
And found her.,And found her.,She returned home in time.,0.318,0.682,True,False
A man and a woman.,A man and a woman.,,0.1667,0.8333,False,False
We initially Or wed.,We initially Or wed.,Dad remarried a woman with two daughters.,0.2121,0.7879,True,False
And the Woman Has a Two girls And He he he he Has one girl.,And the Woman Has a Two girls And He he he he Has one girl.,Dad remarried a woman with two daughters.,0.3805,0.6195,True,False
And They can begin.,And They can begin.,,0.1102,0.8898,False,False
"Uh, a family.",a family,Stepmother/stepsisters went to the ball.,0.2922,0.7078,True,False
"But the girl, the one girl who was the Uh, was Had to Scrub and scrub in.","But the girl, the one girl who was the was Had to Scrub and scrub in",Cinderella has to do housework.,0.3267,0.6733,True,False
Everything To serve the than other girls.,Everything To serve the than other girls.,Cinderella has to do housework.,0.3188,0.6812,True,False
"She is a, like a, treated like a woman, uh, a maid maid service, maid service.","She is a, a, treated like a woman, a maid maid service, maid service",Cinderella was a servant to the stepmother and stepsisters.,0.4205,0.5795,True,False
One time.,One time.,,0.1324,0.8676,False,False
The So.,The So.,Cinderella lives with her stepmother/stepsisters.,0.1971,0.8029,True,False
"Older man, older woman.","Older man, older woman.",Dad remarried a woman with two daughters.,0.2274,0.7726,True,False
"Ops, uh, some of their mail.","Ops, some of their mail",,0.104,0.896,False,False
"and , S Uh It announces the.","and, S It announces the",Everything turns back to its original form.,0.1868,0.8132,True,False
"Everyone would come with a woman, with a woman,.","Everyone would come with a woman, with a woman,.",They got an invitation to the ball.,0.257,0.743,True,False
"and they would The The old, older man will Make A allow a man would Cover everything.","and they would The The old, older man will Make A allow a man would Cover everything.",Cinderella has to do housework.,0.2774,0.7226,True,False
To his son.,To his son.,King announces there is going to be a ball in honor of son who needs to find a wife.,0.3183,0.6817,True,False
Um.,,,0.1262,0.8738,False,False
"But When they took, took the, Everybody got, everyone got all set up.","But When they took, took the, Everybody got, everyone got all set up.",They got an invitation to the ball.,0.2729,0.7271,True,False
And they.,And they.,,0.155,0.845,False,False
"They were, the, the, They, they, when I say they, I mean the girls.","They were, the, the, They, they, when I say they, the girls",The prince and Cinderella danced around the room/all night/with no one else.,0.3816,0.6184,True,False
"Um, she.",she,She ran down the stairs.,0.2812,0.7188,True,False
"She, they look upon her.","She, they look upon her.",Cinderella was upset.,0.2818,0.7182,True,False
and Tear her dress.,and Tear her dress.,Stepsisters tore Cinderella’s dress.,0.3586,0.6414,True,False
Her.,Her.,Cinderella has to do housework.,0.2425,0.7575,True,False
and would not permit her to serve them.,and would not permit her to serve them.,Stepmother/stepsisters were mean to Cinderella.,0.1921,0.8079,True,False
"as they go to the, go onto the Fair fairground, fair, fair.","as they go to the, go onto the Fair fairground, fair, fair.",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.3951,0.6049,True,False
"Um, The grounds So The left, left, down, left, down, left.","The grounds So The left, left, down, left, down, left",,0.1632,0.8368,False,False
Left And down all she down we.,Left And down all she down we.,She ran down the stairs.,0.2242,0.7758,True,False
"One day that , that , that ,.","One day that , that , that ,.",,0.1502,0.8498,False,False
"that day, she goes with the, Pets.","that day, she goes with the, Pets.",She knew she had to be home by midnight because everything will turn back at midnight.,0.3996,0.6004,True,False
"And the girl, the woman.","And the girl, the woman.",Cinderella lives with her stepmother/stepsisters.,0.3605,0.6395,True,False
"Saw her A woman,.","Saw her A woman,.",A fairy godmother appeared to Cinderella.,0.2839,0.7161,True,False
and the woman came and was a a fairy.,and the woman came and was a a fairy.,A fairy godmother appeared to Cinderella.,0.5808,0.4192,True,False
"And she said, well, Why don't you have this one?","And she said, Why don't you have this one",Cinderella was upset.,0.346,0.654,True,False
And she She was Very beautiful.,And she She was Very beautiful.,A fairy godmother appeared to Cinderella.,0.4041,0.5959,True,False
"And she says, especially these.","And she says, especially these.",She knew she had to be home by midnight because everything will turn back at midnight.,0.251,0.749,True,False
"2 Little boats for Her Or 111 on your, on the foot and the other on the other foot.","2 Little boats for Her Or 111 on your, on the foot and the other on the other foot.",Cinderella has to do housework.,0.2856,0.7144,True,False
And she was taken to.,And she was taken to.,Cinderella was upset.,0.4571,0.5429,True,False
And uh.,And,,0.1487,0.8513,False,False
A window.,A window.,A fairy godmother appeared to Cinderella.,0.1805,0.8195,True,False
"And Went out to the, to the, up to the wall.","And Went out to the, to the, up to the wall.",Cinderella went to the ball in the coach.,0.2794,0.7206,True,False
To the house.,To the house.,She ran down the stairs.,0.3614,0.6386,True,False
"Ha Happily, she got in, you know, out of the window or out of the window.","Ha Happily, she got in, out of the window or out of the window",As she was running down the stairs she lost one of the glass slippers.,0.3227,0.6773,True,False
Out of the.,Out of the.,Cinderella went to the ball in the coach.,0.187,0.813,True,False
"00, shoot.","00, shoot.",,0.0708,0.9292,False,False
Out of the.,Out of the.,Cinderella went to the ball in the coach.,0.187,0.813,True,True
Down she got down.,Down she got down.,She ran down the stairs.,0.3466,0.6534,True,False
and she went up the stairs to.,and she went up the stairs to.,She ran down the stairs.,0.5546,0.4454,True,True
The window to celebrate.,The window to celebrate.,They got an invitation to the ball.,0.299,0.701,True,False
And The young man was completely.,And The young man was completely.,The prince and Cinderella danced around the room/all night/with no one else.,0.1817,0.8183,True,False
Overwhelmed by her.,Overwhelmed by her.,Cinderella was upset.,0.3394,0.6606,True,False
The problem was.,The problem was.,,0.1335,0.8665,False,False
It only works until 12 o'clock.,It only works until 12 o'clock.,,0.1186,0.8814,False,False
She must Be back by then.,She must Be back by then.,She knew she had to be home by midnight because everything will turn back at midnight.,0.1888,0.8112,True,False
"And She almost, she.","And She almost, she.",She returned home in time.,0.291,0.709,True,False
She Help.,She Help.,She returned home in time.,0.3136,0.6864,True,False
Something wrong.,Something wrong.,Cinderella was upset.,0.1793,0.8207,True,False
"She had to go, she had to go now,.","She had to go, she had to go now,.",She knew she had to be home by midnight because everything will turn back at midnight.,0.3523,0.6477,True,False
"and she went downstairs, he was sort of trying to catch her.","and she went downstairs, he was sort of trying to catch her.",She ran down the stairs.,0.4329,0.5671,True,False
"But she falls, the false.","But she falls, the false.",The fairy godmother makes Cinderella into a beautiful princess.,0.3451,0.6549,True,False
"Once, when the, The hospital, uh, uh, He goes, she goes.","Once, when the, The hospital, He goes, she goes",The prince and Cinderella danced around the room/all night/with no one else.,0.3948,0.6052,True,False
and runs down the high the stairs.,and runs down the high the stairs.,She ran down the stairs.,0.4482,0.5518,True,False
and kicks off one of the Cinderella.,and kicks off one of the Cinderella.,Cinderella has to do housework.,0.5855,0.4145,True,False
"So Later, the, the sun, the son, he gets the, the.","Later, the, the sun, the son, he gets the, the",Prince comes to Cinderella's house.,0.3164,0.6836,True,False
"Uh God, God.","God, God",,0.1586,0.8414,False,False
So.,,,0.1262,0.8738,False,False
"So He, the son.","He, the son",King announces there is going to be a ball in honor of son who needs to find a wife.,0.2181,0.7819,True,False
"Puts kill, He brings it back to the man, the king and he.","Puts kill, He brings it back to the man, the king and he.",King announces there is going to be a ball in honor of son who needs to find a wife.,0.2259,0.7741,True,False
Would Promise.,Would Promise.,,0.1203,0.8797,False,False
"that it would have the one, the one who had the real.","that it would have the one, the one who had the real.",Cinderella and the prince lived happily ever after.,0.2485,0.7515,True,False
"On, on the top, top to top, Top one.","On, on the top, top to top, Top one.",,0.1239,0.8761,False,False
"So, they go through all this, So so.","they go through all this, So so",Cinderella has to do housework.,0.2086,0.7914,True,False
All this kind of.,All this kind of.,,0.1348,0.8652,False,False
Feet.,Feet.,He put the slipper on Cinderella’s foot.,0.1721,0.8279,True,False
To call to.,To call to.,Stepmother/stepsisters went to the ball.,0.2304,0.7696,True,False
Everybody.,Everybody.,,0.0986,0.9014,False,False
"Very good, but everybody.","Very good, but everybody.",,0.1107,0.8893,False,False
"Either low He, he got, has got.","Either low He, he got, has got.",,0.0876,0.9124,False,False
No.,No.,,0.0374,0.9626,False,False
And so he Goes to this last sort of house and he.,And so he Goes to this last sort of house and he.,Prince comes to Cinderella's house.,0.3576,0.6424,True,False
"They, everybody, all the, Women are for it.","They, everybody, all the, Women are for it.",,0.0156,0.9844,False,False
"But they can't fit in, fit in it.","But they can't fit in, fit in it.",,0.1521,0.8479,False,False
What she is She only puts.,What she is She only puts.,Cinderella lives with her stepmother/stepsisters.,0.2745,0.7255,True,False
"Her, her foot.","Her, her foot.",He put the slipper on Cinderella’s foot.,0.3374,0.6626,True,False
On On sits down.,On On sits down.,He put the slipper on Cinderella’s foot.,0.2217,0.7783,True,False
and he puts her on her pitcher.,and he puts her on her pitcher.,He put the slipper on Cinderella’s foot.,0.3879,0.6121,True,False
"He puts it, he puts her, her foot on.","He puts it, he puts her, her foot on.",He put the slipper on Cinderella’s foot.,0.3647,0.6353,True,False
"and it's with, which, Um, Um, It fits her.","and it's with, which, It fits her",The slipper fits Cinderella perfectly.,0.2994,0.7006,True,False
"And Uh, she also then, uh, arrives at the other shoe,.","And she also then, arrives at the other shoe",Prince finds Cinderella’s shoe.,0.5323,0.4677,True,False
And everyone is.,And everyone is.,,0.0905,0.9095,False,False
"Delay, elated, except her, her, her little, her brother, her sisters are miffed.","Delay, elated, except her, her, her little, her brother, her sisters are miffed.",Cinderella was upset.,0.3215,0.6785,True,False
"Uh, uh, uh,.",,,0.1262,0.8738,False,False
and The That everything was very good.,and The That everything was very good.,Cinderella and the prince lived happily ever after.,0.2368,0.7632,True,False
Everyone way.,Everyone way.,,0.0934,0.9066,False,False
"You get So, with a woman,.","You get So, with a woman,.",Everything turns back to its original form.,0.1802,0.8198,True,False
And the man Achieve everything.,And the man Achieve everything.,,0.1655,0.8345,False,False
Good.,Good.,,0.1445,0.8555,False,False
So She was uh The angel for Legwood.,She was The angel for Legwood,A fairy godmother appeared to Cinderella.,0.3428,0.6572,True,False
She was for Fendel for someone else.,She was for Fendel for someone else.,Cinderella was upset.,0.3005,0.6995,True,False
The other children.,The other children.,Stepmother/stepsisters went to the ball.,0.3512,0.6488,True,False
Children for her.,Children for her.,Dad remarried a woman with two daughters.,0.3238,0.6762,True,False
Or 3 children or whatever with her.,Or 3 children or whatever with her.,Dad remarried a woman with two daughters.,0.2554,0.7446,True,False
"He was very closed, walking in generalist.","He was very closed, walking in generalist.",,0.1575,0.8425,False,False
The pesos that were going for the party.,The pesos that were going for the party.,They got an invitation to the ball.,0.1738,0.8262,True,False
And she was sending people for pretzels for the present.,And she was sending people for pretzels for the present.,She knew she had to be home by midnight because everything will turn back at midnight.,0.3588,0.6412,True,False
The president It's supposed to be 30 or 30 or something.,The president It's supposed to be 30 or 30 or something.,,0.1306,0.8694,False,False
She had a ran from home.,She had a ran from home.,She ran down the stairs.,0.3972,0.6028,True,False
She had huddled.,She had huddled.,She ran down the stairs.,0.2671,0.7329,True,False
"The People were, they found her letter.","The People were, they found her letter.",The prince searched door to door for Cinderella.,0.2409,0.7591,True,False
And the peasants with the other people where they found her.,And the peasants with the other people where they found her.,Cinderella was upset.,0.4138,0.5862,True,False
Founder for the prezo and N.,Founder for the prezo and N.,,0.0739,0.9261,False,False
"There was a girl named Cinderella,.","There was a girl named Cinderella,.",Cinderella was a servant to the stepmother and stepsisters.,0.813,0.187,True,False
"and she Um, I think her father got remarried.",and she her father got remarried,Dad remarried a woman with two daughters.,0.4259,0.5741,True,False
and she ended up with 3 stepsisters.,and she ended up with 3 stepsisters.,Stepmother/stepsisters were mean to Cinderella.,0.5111,0.4889,True,False
"And Um, the stepsisters and stepmother were very mean to her,.",And the stepsisters and stepmother were very mean to her,Stepmother/stepsisters were mean to Cinderella.,0.5349,0.4651,True,False
and they made her work.,and they made her work.,She returned home in time.,0.3211,0.6789,True,False
and I guess live out in the stables.,and live out in the stables,Cinderella has to do housework.,0.2117,0.7883,True,False
or maybe she sought refuge in the stables.,or maybe she sought refuge in the stables.,Cinderella was upset.,0.3684,0.6316,True,False
I don't wasn't quite clear on that one.,I don't wasn't quite clear on that one.,,0.0824,0.9176,False,False
and um so she uh had the opportunity to go to the ball.,and she had the opportunity to go to the ball,They got an invitation to the ball.,0.3767,0.6233,True,False
"There was a ball her sisters, her stepsisters.","There was a ball her sisters, her stepsisters.",Stepmother/stepsisters went to the ball.,0.5875,0.4125,True,False
"and stepmother were attending, as well as her stepfather,.","and stepmother were attending, as well as her stepfather,.",Stepmother/stepsisters went to the ball.,0.571,0.429,True,False
"but I Um, Somehow she had the opportunity to go to the ball.",but I Somehow she had the opportunity to go to the ball,They got an invitation to the ball.,0.3598,0.6402,True,True
and I don't know.,and I don't know.,,0.1318,0.8682,False,False
if it's.,if it's.,,0.1062,0.8938,False,False
because um her fairy godmother arrived or whatnot.,because her fairy godmother arrived or whatnot,A fairy godmother appeared to Cinderella.,0.5204,0.4796,True,False
"Um she was able, so she she was able to attend the ball.","she was able, so she she was able to attend the ball",She returned home in time.,0.3463,0.6537,True,False
And the uh then the prince danced with her.,And the then the prince danced with her,The prince and Cinderella danced around the room/all night/with no one else.,0.6175,0.3825,True,False
"and became quite enchanted with her,.","and became quite enchanted with her,.",The fairy godmother makes Cinderella into a beautiful princess.,0.3331,0.6669,True,False
but her fairy godmother told her.,but her fairy godmother told her.,A fairy godmother appeared to Cinderella.,0.5318,0.4682,True,False
that by the at the stroke of midnight she had to be back home.,that by the at the stroke of midnight she had to be back home.,She knew she had to be home by midnight because everything will turn back at midnight.,0.4313,0.5687,True,False
And um she so she was rushing to get out of the ball.,And she so she was rushing to get out of the ball,She ran down the stairs.,0.3076,0.6924,True,False
and um the uh her glass slipper fell off.,and the her glass slipper fell off,As she was running down the stairs she lost one of the glass slippers.,0.6331,0.3669,True,False
and she couldn't run back.,and she couldn't run back.,She ran down the stairs.,0.3247,0.6753,True,False
and get it.,and get it.,,0.0718,0.9282,False,False
"So the um So, uh, there was a search throughout the land,.",the there was a search throughout the land,The prince searched door to door for Cinderella.,0.241,0.759,True,False
"and , um, whoever's foot fit into it was, uh, who the prince was looking for, the woman for the prince was looking for, and so, um, Cinderella's fit shoe,.","and, whoever's foot fit into it was, who the prince was looking for, the woman for the prince was looking for, and so, Cinderella's fit shoe",Prince finds Cinderella’s shoe.,0.721,0.279,True,False
and they lived happily ever after.,and they lived happily ever after.,Cinderella and the prince lived happily ever after.,0.472,0.528,True,False
Um.,,,0.1262,0.8738,False,False
"Uh, at the, at the very beginning, it was um.","at the, at the very beginning, it was",,0.1197,0.8803,False,False
"I guess the queen with her two ugly daughters, I guess, yes.","the queen with her two ugly daughters, yes",Cinderella and the prince were married.,0.3485,0.6515,True,False
"Um, I came to, uh.",I came to,A fairy godmother appeared to Cinderella.,0.2317,0.7683,True,False
I guess I think it was castle.,it was castle,Cinderella and the prince were married.,0.3328,0.6672,True,False
"I can't remember now, um.",I can't remember now,The prince and Cinderella danced around the room/all night/with no one else.,0.2591,0.7409,True,False
"Uh, to come to a, to a ball, um, a Cinderella was there.","to come to a, to a ball, a Cinderella was there",Cinderella went to the ball in the coach.,0.7097,0.2903,True,False
"She must, I think she was a maid.","She must, she was a maid",Cinderella has to do housework.,0.4774,0.5226,True,False
"I can't remember now,.","I can't remember now,.",The prince and Cinderella danced around the room/all night/with no one else.,0.2684,0.7316,True,True
"and I can't tell from that what, where she is.","and I can't tell from that what, where she is.",As she was running down the stairs she lost one of the glass slippers.,0.2096,0.7904,True,False
"Um,.",,,0.1262,0.8738,False,False
"and she would like to go to the, uh, to the ball as well, uh,.","and she would like to go to the, to the ball as well, ",Stepmother/stepsisters went to the ball.,0.3409,0.6591,True,False
"but she didn't have, um, a very fancy, uh.","but she didn't have, a very fancy",Cinderella was upset.,0.44,0.56,True,False
"Down,.","Down,.",,0.1165,0.8835,False,False
but she was um dressed up.,but she was dressed up,Stepsisters tore Cinderella’s dress.,0.3735,0.6265,True,False
and she was going to the ball with help from the.,and she was going to the ball with help from the.,They got an invitation to the ball.,0.3401,0.6599,True,False
"The little mice, yes.","The little mice, yes.",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.1985,0.8015,True,False
"So , um, She went to the wall.",She went to the wall,She ran down the stairs.,0.355,0.645,True,False
And um.,And,,0.1487,0.8513,False,False
and she looked quite beautiful and the daughters were uh were jealous and they were upset that she was there.,and she looked quite beautiful and the daughters were were jealous and they were upset that she was there,Cinderella was upset.,0.3977,0.6023,True,False
that she was so beautiful.,that she was so beautiful.,The fairy godmother makes Cinderella into a beautiful princess.,0.3558,0.6442,True,False
and they were not even though uh they had beautiful gowns.,and they were not even though they had beautiful gowns,Cinderella and the prince were married.,0.4482,0.5518,True,False
"so they tore some of the, uh, they, they ripped her uh her gown.","they tore some of the, they, they ripped her her gown",Stepsisters tore Cinderella’s dress.,0.4042,0.5958,True,False
"and she had to leave,.","and she had to leave,.",Cinderella was upset.,0.4603,0.5397,True,False
so she was crying so um.,she was crying so,Cinderella was upset.,0.3236,0.6764,True,False
A fairy godmother.,A fairy godmother.,A fairy godmother appeared to Cinderella.,0.4805,0.5195,True,True
"Uh, came and , um.",came and,She returned home in time.,0.2192,0.7808,True,False
"With her magic wand, um, made a new uh a beautiful ball gown,.","With her magic wand, made a new a beautiful ball gown",The fairy godmother makes Cinderella into a beautiful princess.,0.6305,0.3695,True,False
so she was uh.,she was,Cinderella was upset.,0.2576,0.7424,True,False
Went back to the gall to the ball actually.,Went back to the gall to the ball,They got an invitation to the ball.,0.2817,0.7183,True,False
"That 's right, she went into a pumpkin couch.","That 's right, she went into a pumpkin couch.",As she was running down the stairs she lost one of the glass slippers.,0.4427,0.5573,True,False
I don't remember that was there or not.,that was there or not,They got an invitation to the ball.,0.1793,0.8207,True,False
"Um, with, um, glass slippers.","with, glass slippers",He put the slipper on Cinderella’s foot.,0.4207,0.5793,True,False
wearing.,wearing.,The slipper didn’t fit the stepsisters.,0.2282,0.7718,True,False
"So when they got to the ball, the prince caught.","when they got to the ball, the prince caught",They got an invitation to the ball.,0.4967,0.5033,True,False
"The eye of her,.","The eye of her,.",The fairy godmother makes Cinderella into a beautiful princess.,0.2978,0.7022,True,False
"so they were dancing and having a great time, which of course, you know, the, the daughters again were very upset again.","they were dancing and having a great time, which of course, the, the daughters again were very upset again",Stepsisters tore Cinderella’s dress.,0.4612,0.5388,True,False
"Um, I think they just forced her to leave.",they just forced her to leave,She knew she had to be home by midnight because everything will turn back at midnight.,0.2951,0.7049,True,False
"I can't remember how she was forced to leave,.","I can't remember how she was forced to leave,.",Cinderella was upset.,0.3283,0.6717,True,False
"but she was,.","but she was,.",Cinderella was upset.,0.2383,0.7617,True,False
but she ran.,but she ran.,She ran down the stairs.,0.3296,0.6704,True,False
So very quickly.,very quickly,,0.1495,0.8505,False,False
that she left one of her glass slippers back behind.,that she left one of her glass slippers back behind.,As she was running down the stairs she lost one of the glass slippers.,0.5049,0.4951,True,False
"And , um,.","And, ",,0.1522,0.8478,False,False
so the prince knew.,the prince knew,The king thinks the prince should get married.,0.4639,0.5361,True,False
"that , you know, she had been wearing the glass slippers, so they, um.","that, she had been wearing the glass slippers, so they",As she was running down the stairs she lost one of the glass slippers.,0.5672,0.4328,True,False
"I searched all around for the person who owned the slipper,.","I searched all around for the person who owned the slipper,.",The prince searched door to door for Cinderella.,0.3719,0.6281,True,False
"so of course, finally they found Cinderella.","of course, finally they found Cinderella",Cinderella was upset.,0.6862,0.3138,True,False
and they brought her to uh try on the slipper.,and they brought her to try on the slipper,The slipper didn’t fit the stepsisters.,0.5895,0.4105,True,False
And it fits.,And it fits.,The slipper fits Cinderella perfectly.,0.2118,0.7882,True,False
"So then of course they are married and they were happy forever, happy and ever.","then of course they are married and they were happy forever, happy and ever",Cinderella and the prince were married.,0.3611,0.6389,True,False
"Girl, young,.","Girl, young,.",A fairy godmother appeared to Cinderella.,0.3125,0.6875,True,False
and the father was getting married to the stepmother.,and the father was getting married to the stepmother.,Cinderella and the prince were married.,0.652,0.348,True,False
and she had the mother has two daughters himself.,and she had the mother has two daughters himself.,Dad remarried a woman with two daughters.,0.3833,0.6167,True,False
And then the A man died in the in the book.,And then the A man died in the in the book.,Cinderella and the prince were married.,0.3938,0.6062,True,False
"It doesn't show it,.","It doesn't show it,.",,0.0197,0.9803,False,False
but all of a sudden she died.,but all of a sudden she died.,As she was running down the stairs she lost one of the glass slippers.,0.4061,0.5939,True,False
And the um mother and the and the mother.,And the mother and the and the mother,Stepmother/stepsisters went to the ball.,0.3261,0.6739,True,False
"and the twins, um, were not not they didn't like the girl had to be a little girl.","and the twins, were not not they didn't like the girl had to be a little girl",Stepmother/stepsisters were mean to Cinderella.,0.4627,0.5373,True,False
"and , um, made her into like a um a house person you're supposed to clean the house and everything and the girls aren't just be in the house.","and, made her into like a a house person you're supposed to clean the house and everything and the girls aren't just be in the house",Cinderella has to do housework.,0.412,0.588,True,False
She's not gonna do anything like that.,She's not gonna do anything like that.,She knew she had to be home by midnight because everything will turn back at midnight.,0.1733,0.8267,True,False
And it goes on time all the time.,And it goes on time all the time.,,0.1057,0.8943,False,False
The girls gets older.,The girls gets older.,Cinderella lives with her stepmother/stepsisters.,0.3255,0.6745,True,False
And uh she's got friends with the animals and um.,And she's got friends with the animals and,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.2291,0.7709,True,False
"She doesn't have any friend and any people with her, just the animals and the um Um, one day the, um, The, the, um, king is near you, you overlooking the house, you're gonna see the, you see the king lives in the the mansion on the over the window, you can see the house and the, um, The Mothers, the stepmother,.","She doesn't have any friend and any people with her, just the animals and the one day the, The, the, king is near you, you overlooking the house, you're gonna see the, you see the king lives in the the mansion on the over the window, you can see the house and the, The Mothers, the stepmother",Cinderella lives with her stepmother/stepsisters.,0.5593,0.4407,True,False
and the two girls are getting dressed.,and the two girls are getting dressed.,The stepsisters try on the glass slipper.,0.3516,0.6484,True,False
and going to the dance.,and going to the dance.,Cinderella has to do housework.,0.3467,0.6533,True,False
And the girl is locked in the house.,And the girl is locked in the house.,Cinderella has to do housework.,0.4881,0.5119,True,False
She's not letting her go.,She's not letting her go.,Cinderella was upset.,0.2608,0.7392,True,False
"Well, she finally got her way out.",she finally got her way out,She returned home in time.,0.3638,0.6362,True,False
"and they got the mother, the.","and they got the mother, the.",Stepmother/stepsisters went to the ball.,0.3524,0.6476,True,False
"The name I can't ever say, you know.",The name I can't ever say,He put the slipper on Cinderella’s foot.,0.2058,0.7942,True,False
"The person is Well I don't want to say, where, you know, she, she's like the um She she gets the animals into people and ,.","The person is I don't want to say, where, she, she's the She she gets the animals into people and",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.2422,0.7578,True,False
"and she, the woman is, is, has got a wand, I don't know what they call her,.","and she, the woman is, is, has got a wand, I don't know what they call her,.",A fairy godmother appeared to Cinderella.,0.4276,0.5724,True,False
"and , um, gets the woman, gets a girl a a dress.","and, gets the woman, gets a girl a a dress",The fairy godmother makes Cinderella into a beautiful princess.,0.4694,0.5306,True,False
and they took the pump pumpkin.,and they took the pump pumpkin.,Stepsisters tore Cinderella’s dress.,0.3235,0.6765,True,False
and made a big Coach with that.,and made a big Coach with that.,,0.1527,0.8473,False,False
"and took the, um, um, mouse mouses.","and took the, mouse mouses",Cinderella was upset.,0.3489,0.6511,True,False
"and took them into horses and the whole thing to take them over to the man over to the Girl to the mansion and to the dancer dance, the son of the king.","and took them into horses and the whole thing to take them over to the man over to the Girl to the mansion and to the dancer dance, the son of the king.",The prince and Cinderella danced around the room/all night/with no one else.,0.6041,0.3959,True,False
is dancing her like a young girl.,is dancing her like a young girl.,The prince and Cinderella danced around the room/all night/with no one else.,0.2846,0.7154,True,False
"and really she likes, he likes her really.","and really she likes, he likes her really.",Prince falls in love with Cinderella.,0.2615,0.7385,True,False
"and then all of a sudden at 12 o'clock, she's, she's gonna go home, she's gonna be, um, it, it, she's gonna go back to what it was.","all of a sudden at 12 o'clock, she's, she's gonna go home, she's gonna be, it, it, she's gonna go back to what it was",She knew she had to be home by midnight because everything will turn back at midnight.,0.3855,0.6145,True,False
"So she goes back, runs to leave,.","she goes back, runs to leave",She ran down the stairs.,0.3349,0.6651,True,False
"and she left a, a, um, shoe behind her.","and she left a, a, shoe behind her",As she was running down the stairs she lost one of the glass slippers.,0.4668,0.5332,True,False
"And then I went back, back to the house and everything is back to the same thing.","And then I went back, back to the house and everything is back to the same thing.",Everything turns back to its original form.,0.2352,0.7648,True,False
The king has the one.,The king has the one.,The king thinks the prince should get married.,0.3286,0.6714,True,False
shoe.,shoe.,Prince finds Cinderella’s shoe.,0.256,0.744,True,False
"and send, give it to a person.","and send, give it to a person.",,0.0819,0.9181,False,False
"And said, find the woman.","And said, find the woman.",She ran down the stairs.,0.2858,0.7142,True,False
"So he's out in the house, in the, in the, in the town checking everybody.","he's out in the house, in the, in the, in the town checking everybody",,0.1607,0.8393,False,False
There's a foot fit on the.,There's a foot fit on the.,The slipper didn’t fit the stepsisters.,0.2571,0.7429,True,False
Woman on the on the shoe.,Woman on the on the shoe.,Prince finds Cinderella’s shoe.,0.2087,0.7913,True,False
and then nobody fixed it nobody.,and then nobody fixed it nobody.,Stepsisters tore Cinderella’s dress.,0.182,0.818,True,False
Where is it?,Where is it?,,0.1167,0.8833,False,False
"And finally the girl, they check her.","And finally the girl, they check her.",Prince finds Cinderella’s shoe.,0.3723,0.6277,True,False
"and it goes on and ,.","and it goes on and ,.",Everything turns back to its original form.,0.2506,0.7494,True,False
"and she gets back with the, with the uh with the uh prince.","and she gets back with the, with the with the prince",Prince falls in love with Cinderella.,0.5443,0.4557,True,False
and they get married.,and they get married.,Prince falls in love with Cinderella.,0.4207,0.5793,True,False
"and live what, you know.",and live what,Cinderella and the prince lived happily ever after.,0.2,0.8,True,False
"OK, so there was, um, the, the, um, prince, uh, the, the prin uh Cinderella,.","OK, so there was, the, the, prince, the, the prin Cinderella",Cinderella and the prince were married.,0.7471,0.2529,True,False
"and she had this, the, um, what is.","and she had this, the, what is",A fairy godmother appeared to Cinderella.,0.3635,0.6365,True,False
"that called, the stepmother and those ugly sisters, or they would be stepsisters.","that called, the stepmother and those ugly sisters, or they would be stepsisters.",Stepmother/stepsisters were mean to Cinderella.,0.4928,0.5072,True,False
"And um anyways, in their town, the um there was a ball,.","And anyways, in their town, the there was a ball",They got an invitation to the ball.,0.4546,0.5454,True,False
"and of course they didn't uh they didn't want Cinderella to go, they just wanted to let the uh the uglies go, and um,.","and of course they didn't they didn't want Cinderella to go, they just wanted to let the the uglies go, and",Cinderella was upset.,0.5966,0.4034,True,False
"And so, uh, I'm trying to think of who, um, how.","And so, I'm trying to think of who, how",He put the slipper on Cinderella’s foot.,0.2184,0.7816,True,False
